FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
2018-10-01,WN,N939WN,2010,BUF,BWI,1710,1712,2,1820,1810,-10,70,58,48,281
2018-10-01,WN,N295WN,3282,BUF,BWI,555,554,-1,710,658,-12,75,64,49,281
2018-10-01,WN,N297WN,3595,BUF,BWI,1440,1436,-4,1545,1534,-11,65,58,46,281
2018-10-01,WN,N7887A,3624,BUF,BWI,1115,1117,2,1230,1221,-9,75,64,49,281
2018-10-01,WN,N927WN,3809,BUF,BWI,710,706,-4,815,812,-3,65,66,49,281
2018-10-01,WN,N474WN,6453,BUF,FLL,1105,1110,5,1410,1357,-13,185,167,155,1166
2018-10-01,WN,N795SW,3328,BUF,LAS,755,753,-2,940,946,6,285,293,282,1986
2018-10-01,WN,N7882B,1864,BUF,MCO,610,609,-1,845,842,-3,155,153,134,1011
2018-10-01,WN,N7821L,2889,BUF,MCO,1635,1646,11,1910,1912,2,155,146,135,1011
2018-10-01,WN,N8656B,3123,BUF,MDW,1730,1729,-1,1810,1759,-11,100,90,78,468
2018-10-01,WN,N8616C,3273,BUF,MDW,1000,957,-3,1035,1030,-5,95,93,83,468
2018-10-01,WN,N8689C,3296,BUF,MDW,645,642,-3,725,745,20,100,123,87,468
2018-10-01,WN,N297WN,1522,BUF,PHX,1810,1810,0,1950,1953,3,280,283,269,1912
2018-10-01,WN,N8572X,2790,BUF,TPA,1330,1325,-5,1610,1551,-19,160,146,137,1053
2018-10-01,WN,N476WN,493,BUR,DAL,1345,1345,0,1840,1832,-8,175,167,154,1243
2018-10-01,WN,N793SA,261,BUR,DEN,1325,1325,0,1635,1630,-5,130,125,107,850
2018-10-01,WN,N477WN,4923,BUR,DEN,935,933,-2,1250,1229,-21,135,116,101,850
2018-10-01,WN,N8710M,32,BUR,LAS,1920,1934,14,2020,2032,12,60,58,35,223
2018-10-01,WN,N940WN,1543,BUR,LAS,700,657,-3,800,756,-4,60,59,46,223
2018-10-01,WN,N7728D,1641,BUR,LAS,1525,1521,-4,1635,1617,-18,70,56,41,223
2018-10-01,WN,N719SW,2597,BUR,LAS,2130,2232,62,2225,2317,52,55,45,35,223
2018-10-01,WN,N935WN,3160,BUR,LAS,1620,1619,-1,1720,1709,-11,60,50,37,223
2018-10-01,WN,N791SW,3315,BUR,LAS,1100,1055,-5,1210,1157,-13,70,62,37,223
2018-10-01,WN,N7750A,4780,BUR,LAS,1300,1258,-2,1410,1407,-3,70,69,39,223
2018-10-01,WN,N246LV,4994,BUR,LAS,1835,1829,-6,1940,1922,-18,65,53,38,223
2018-10-01,WN,N267WN,5707,BUR,LAS,2010,2012,2,2115,2103,-12,65,51,39,223
2018-10-01,WN,N7832A,6573,BUR,LAS,1000,1004,4,1110,1109,-1,70,65,50,223
2018-10-01,WN,N423WN,429,BUR,OAK,1205,1204,-1,1315,1304,-11,70,60,48,325
2018-10-01,WN,N935WN,1198,BUR,OAK,1300,1256,-4,1415,1406,-9,75,70,49,325
2018-10-01,WN,N418WN,2198,BUR,OAK,705,702,-3,815,804,-11,70,62,49,325
2018-10-01,WN,N246LV,2591,BUR,OAK,1510,1534,24,1620,1633,13,70,59,45,325
2018-10-01,WN,N289CT,3175,BUR,OAK,1025,1040,15,1135,1141,6,70,61,49,325
2018-10-01,WN,N714CB,3647,BUR,OAK,1935,1937,2,2040,2044,4,65,67,47,325
2018-10-01,WN,N238WN,5490,BUR,OAK,2115,2112,-3,2220,2220,0,65,68,48,325
2018-10-01,WN,N430WN,5644,BUR,OAK,810,809,-1,925,910,-15,75,61,48,325
2018-10-01,WN,N7857B,6050,BUR,OAK,1840,1837,-3,1955,1936,-19,75,59,48,325
2018-10-01,WN,N469WN,6071,BUR,OAK,1115,1113,-2,1225,1216,-9,70,63,46,325
2018-10-01,WN,N208WN,6180,BUR,OAK,1645,1647,2,1750,1750,0,65,63,49,325
2018-10-01,WN,N200WN,6324,BUR,OAK,1400,1358,-2,1515,1459,-16,75,61,47,325
2018-10-01,WN,N750SA,6888,BUR,OAK,930,926,-4,1045,1039,-6,75,73,49,325
2018-10-01,WN,N788SA,5912,BUR,PDX,1115,1106,-9,1335,1308,-27,140,122,103,817
2018-10-01,WN,N223WN,1471,BUR,PHX,710,705,-5,830,829,-1,80,84,67,369
2018-10-01,WN,N7877H,1693,BUR,PHX,820,818,-2,945,934,-11,85,76,59,369
2018-10-01,WN,N7874B,2971,BUR,PHX,1615,1627,12,1735,1757,22,80,90,66,369
2018-10-01,WN,N955WN,3626,BUR,PHX,1940,1939,-1,2105,2103,-2,85,84,58,369
2018-10-01,WN,N475WN,4410,BUR,PHX,1335,1340,5,1450,1501,11,75,81,67,369
2018-10-01,WN,N941WN,6900,BUR,PHX,1115,1113,-2,1240,1227,-13,85,74,56,369
2018-10-01,WN,N791SW,1576,BUR,SFO,725,719,-6,840,828,-12,75,69,50,326
2018-10-01,WN,N719SW,5077,BUR,SFO,1805,1937,92,1920,2040,80,75,63,48,326
2018-10-01,WN,N912WN,5781,BUR,SFO,2015,2030,15,2135,2150,15,80,80,51,326
2018-10-01,WN,N717SA,5996,BUR,SFO,1540,1538,-2,1700,1653,-7,80,75,49,326
2018-10-01,WN,N7715E,6442,BUR,SFO,1040,1047,7,1205,1150,-15,85,63,49,326
2018-10-01,WN,N7866A,330,BUR,SJC,1010,1016,6,1120,1117,-3,70,61,47,296
2018-10-01,WN,N952WN,381,BUR,SJC,1805,1801,-4,1915,1900,-15,70,59,45,296
2018-10-01,WN,N420WN,1131,BUR,SJC,715,712,-3,825,809,-16,70,57,45,296
2018-10-01,WN,N725SW,2996,BUR,SJC,1710,1709,-1,1820,1815,-5,70,66,45,296
2018-10-01,WN,N725SW,3008,BUR,SJC,2020,2019,-1,2120,2117,-3,60,58,43,296
2018-10-01,WN,N964WN,3566,BUR,SJC,1310,1324,14,1415,1422,7,65,58,45,296
2018-10-01,WN,N7723E,5528,BUR,SJC,1925,1925,0,2030,2026,-4,65,61,44,296
2018-10-01,WN,N204WN,5995,BUR,SJC,1440,1446,6,1545,1549,4,65,63,44,296
2018-10-01,WN,N941WN,6896,BUR,SJC,800,757,-3,910,857,-13,70,60,47,296
2018-10-01,WN,N7849A,2618,BUR,SLC,850,846,-4,1135,1114,-21,105,88,74,574
2018-10-01,WN,N936WN,989,BUR,SMF,1815,1812,-3,1935,1918,-17,80,66,52,358
2018-10-01,WN,N963WN,2601,BUR,SMF,1555,1551,-4,1715,1656,-19,80,65,55,358
2018-10-01,WN,N736SA,3370,BUR,SMF,720,715,-5,835,827,-8,75,72,58,358
2018-10-01,WN,N714CB,3640,BUR,SMF,1110,1108,-2,1230,1223,-7,80,75,56,358
2018-10-01,WN,N416WN,5965,BUR,SMF,1930,1930,0,2045,2036,-9,75,66,50,358
2018-10-01,WN,N409WN,6145,BUR,SMF,2100,2209,69,2220,2315,55,80,66,53,358
2018-10-01,WN,N564WN,6798,BUR,SMF,1455,1455,0,1615,1606,-9,80,71,54,358
2018-10-01,WN,N7719A,6802,BUR,SMF,825,827,2,945,943,-2,80,76,60,358
2018-10-01,WN,N228WN,6974,BUR,SMF,1010,1008,-2,1130,1113,-17,80,65,53,358
2018-10-01,WN,N927WN,3271,BWI,ABQ,1330,1328,-2,1540,1530,-10,250,242,224,1670
2018-10-01,WN,N948WN,6315,BWI,ABQ,830,826,-4,1045,1036,-9,255,250,216,1670
2018-10-01,WN,N7701B,3288,BWI,ALB,1125,1121,-4,1240,1231,-9,75,70,51,289
2018-10-01,WN,N295WN,3374,BWI,ALB,840,837,-3,1000,946,-14,80,69,52,289
2018-10-01,WN,N8557Q,3575,BWI,ALB,2225,2223,-2,2340,2328,-12,75,65,48,289
2018-10-01,WN,N8694E,4047,BWI,ALB,1935,1930,-5,2040,2045,5,65,75,49,289
2018-10-01,WN,N798SW,4197,BWI,ALB,1505,1459,-6,1620,1601,-19,75,62,52,289
2018-10-01,WN,N8674B,5153,BWI,ALB,1640,1644,4,1800,1748,-12,80,64,52,289
2018-10-01,WN,N429WN,396,BWI,ATL,2120,2114,-6,2310,2254,-16,110,100,82,577
2018-10-01,WN,N481WN,1748,BWI,ATL,1600,1633,33,1755,1820,25,115,107,84,577
2018-10-01,WN,N8608N,3392,BWI,ATL,610,609,-1,805,754,-11,115,105,89,577
2018-10-01,WN,N7817J,4139,BWI,ATL,1150,1157,7,1350,1338,-12,120,101,85,577
2018-10-01,WN,N771SA,5075,BWI,ATL,945,943,-2,1145,1129,-16,120,106,88,577
2018-10-01,WN,N950WN,5615,BWI,ATL,1410,1405,-5,1605,1600,-5,115,115,89,577
2018-10-01,WN,N742SW,3716,BWI,AUS,825,829,4,1050,1049,-1,205,200,173,1342
2018-10-01,WN,N8641B,6765,BWI,AUS,1915,1925,10,2135,2145,10,200,200,172,1342
